Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes,Analysis_Tag,Similarity_Score,Issue_Flag
"Morlaiter, Michelangelo",Michelangelo Morlaiter,Person,威尼斯画家（雕塑家 G.M. Morlaiter 之子）。,Unstructured,0.53,Low_Similarity; 
"Moroni, Giovanni Battista",Giovanni Battista Moroni,Person,贝加莫画家。,Unstructured,0.69,
Morosini Palace,Palazzo Morosini,Place,威尼斯宫殿（如 Palazzo Morosini Sagredo）。,Unstructured,0.52,Low_Similarity; 
Morosini family,Morosini family,Group,威尼斯贵族家族。,Unstructured,1.0,
Mosaic from the Temple of Fortune at Praeneste,Nile Mosaic of Palestrina,Work,[Specific Name] 著名的帕莱斯特里纳尼罗河马赛克。,Specific Name,0.39,Low_Similarity; 
"Moscheni, Pietro",Pietro Moscheni,Person,可能是 Pietro Moschini (版画家/画家)。,Unstructured,0.52,Low_Similarity; 
"Moschini, Abate G. A.",Giannantonio Moschini,Person,19世纪威尼斯艺术导览作家。,Unstructured,0.38,Low_Similarity; 
"Moscow, Venetian painting in",Venetian painting in Moscow,Concept,[Category Fix] 指“莫斯科的威尼斯绘画收藏”这一概念/主题。,Category Fix,0.73,
Moses Trampling on Pharoah's Crown,Moses Trampling on Pharaoh's Crown,Work,"[Typo Fix] ""Pharoah"" -> ""Pharaoh""。普桑等人的画作主题。",Typo Fix,0.97,
Moses Turning Aaron's Staff into a Serpent,Moses Turning Aaron's Staff into a Serpent,Work,[Category Fix] 圣经主题/画作。,Category Fix,1.0,
Moses strikin the Rock,Moses Striking the Rock,Work,"[Typo Fix] ""strikin"" -> ""Striking""。",Typo Fix,0.98,
Mostra dei Remondini,Mostra dei Remondini,Event,[Category Fix] 1958年在巴萨诺举办的重要展览。,Category Fix,1.0,
Mostra del Tiepolo,Mostra del Tiepolo,Event,[Category Fix] 1971年在乌迪内举办的提埃坡罗大展。,Category Fix,1.0,
"Motteux, Pierre",Peter Anthony Motteux,Person,(Pierre Antoine Motteux) 法国出生的英国剧作家/翻译家。,Unstructured,0.39,Low_Similarity; 
"Mour, Jean-Baptiste Van",Jean-Baptiste van Mour,Person,以描绘奥斯曼帝国风情著称的画家。,Unstructured,0.76,
Mourners at Tomb of Francesco Algarotti in Pisa,Mourners at Tomb of Francesco Algarotti in Pisa,Work,[Category Fix] 特定画作或版画主题。,Category Fix,1.0,
Mucius Scaevola at the Altar,Mucius Scaevola at the Altar,Work,[Category Fix] 穆齐奥·斯凯沃拉历史画主题。,Category Fix,1.0,
"Mulier, Pietro",Pieter Mulier the Younger,Person,"别名 ""Il Tempesta""。",Unstructured,0.46,Low_Similarity; 
"Munich, Nymphenburg palace",Nymphenburg Palace,Place,慕尼黑宁芬堡宫。,Unstructured,0.82,
"Munich, patronage in 17th century",Art patronage in 17th-century Munich,Concept,[Category Fix] 艺术赞助研究主题。,Category Fix,0.72,
Municipal Archive Hannover,Stadtarchiv Hannover,Organization,[Category Fix] 汉诺威市档案馆。,Category Fix,0.7,
Municipality of Macerata,Macerata,Organization,[Category Fix] 马切拉塔市政府。,Category Fix,0.5,Low_Similarity; 
Murals at Windsor Castle,Murals at Windsor Castle,Work,[Category Fix] 温莎城堡壁画（如 Verrio 的作品）。,Category Fix,1.0,
Murals for the Vienna Residence,Murals for the Vienna Residence,Work,[Category Fix] 可能是指列支敦士登宫或其他维也纳宫殿壁画。,Category Fix,1.0,
"Muratori, L. A.",Ludovico Antonio Muratori,Person,意大利历史学家。,Unstructured,0.4,Low_Similarity; 
Murder of Cain,The Murder of Abel,Work,"[Correction] 通常是该隐杀亚伯 ""Cain killing Abel""。需确认是否为罕见变体。",Correction,0.69,
"Murray, John",John Murray,Person,可能是著名的出版商 John Murray 家族成员（出版旅游指南）。,Unstructured,0.52,Low_Similarity; 
Musei Civici Veneziani,Fondazione Musei Civici di Venezia,Organization,[Category Fix] 威尼斯市立博物馆群。,Category Fix,0.71,
Museo Correr,Museo Correr,Organization,[Category Fix] 科雷尔博物馆。,Category Fix,1.0,
Museo Correr Library,Biblioteca del Museo Correr,Organization,[Category Fix] 博物馆图书馆。,Category Fix,0.51,Low_Similarity; 
Museo Nazionale di San Martino,Certosa di San Martino (Museum),Organization,[Category Fix] 那不勒斯圣马蒂诺博物馆。,Category Fix,0.56,Low_Similarity; 
Museo Storico Navale,Museo Storico Navale,Organization,[Category Fix] 威尼斯海军历史博物馆。,Category Fix,1.0,
Museo del Prado,Museo del Prado,Organization,[Category Fix] 普拉多博物馆。,Category Fix,1.0,
Museo dell'Opera del Duomo,Museo dell'Opera del Duomo,Organization,[Category Fix] 主教座堂博物馆（佛罗伦萨/锡耶纳等）。,Category Fix,1.0,
Museo della Torre di San Marco,Museo della Torre di San Marco,Organization,[Category Fix] 可能是特定的小型博物馆，需确认具体城市。,Category Fix,1.0,
Museo di Palazzo Venezia,Museo Nazionale di Palazzo Venezia,Organization,[Category Fix] 罗马威尼斯宫博物馆。,Category Fix,0.83,
Museo di Roma,Museo di Roma,Organization,[Category Fix] 罗马博物馆（Palazzo Braschi）。,Category Fix,1.0,
Museum Boijmans Van Beuningen,Museum Boijmans Van Beuningen,Organization,[Category Fix] 鹿特丹博伊曼斯·范·伯宁恩美术馆。,Category Fix,1.0,
Musicians,The Musicians,Work,"[Category Fix] 卡拉瓦乔画作 ""The Musicians"" 或一般主题。",Category Fix,0.82,
Mus谷e CognacqJay,Musée Cognacq-Jay,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée""。巴黎博物馆。",OCR Fix,0.91,
Mus谷e JacquemartAndr谷,Musée Jacquemart-André,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée"", ""Andr谷"" -> ""André""。",OCR Fix,0.88,
Mythological Scene with the Rape of Proserpine,Mythological Scene with the Rape of Proserpine,Work,[Category Fix] 普洛塞庇娜的劫夺。,Category Fix,1.0,
"Nadal, Jerome",Jerónimo Nadal,Person,(Jerome Nadal) 耶稣会神学家，反宗教改革图像学重要人物。,Unstructured,0.37,Low_Similarity; 
Nafpaktos,Nafpaktos,Place,勒班陀（Lepanto）的现代名。,Unstructured,1.0,
Naples,Naples,Place,那不勒斯。,Unstructured,1.0,
Napoleon Bonaparte,Napoleon,Person,拿破仑。,Unstructured,0.62,
Napoleonic government,Napoleonic government,Organization,[Context] 指拿破仑统治时期的政府机构。,Context,1.0,
"Nappi, P. Gerolamo",Francesco Girolamo Nappi,Person,(P.可能是Padre/Frate) 17世纪神职人员/作家，或画家。,Unstructured,0.43,Low_Similarity; 
Narcissus,Narcissus,Work,[Category Fix] 纳喀索斯（神话人物或卡拉瓦乔画作）。,Category Fix,1.0,
Narford Hall,Narford Hall,Place,诺福克郡庄园，安德鲁·方丹的收藏地。,Unstructured,1.0,
Natale Fabrini,Natale Fabrini,Person,历史学家（特定城市的地方史作者）。,Unstructured,1.0,
National Archaeological Museum,National Archaeological Museum,Organization,[Category Fix] 可能是那不勒斯或雅典的国家考古博物馆。,Category Fix,1.0,
National Central Library of Florence,Biblioteca Nazionale Centrale di Firenze,Organization,[Category Fix] 佛罗伦萨国立中央图书馆。,Category Fix,0.61,
National Gallery,National Gallery,Organization,[Category Fix] 伦敦国家美术馆。,Category Fix,1.0,
National Gallery of Art,National Gallery of Art,Organization,[Category Fix] 华盛顿国家美术馆。,Category Fix,1.0,
National Gallery of Victoria,National Gallery of Victoria,Organization,[Category Fix] 墨尔本维多利亚国家美术馆。,Category Fix,1.0,
National Museum of Capodimonte,Museo di Capodimonte,Organization,[Category Fix] 卡波迪蒙特博物馆。,Category Fix,0.68,
National Museum of Roman Art,National Museum of Roman Art,Organization,[Category Fix] 梅里达（西班牙）罗马艺术博物馆，或指罗马Terme博物馆。,Category Fix,1.0,
National Portrait Gallery,National Portrait Gallery,Organization,[Category Fix] 伦敦国家肖像馆。,Category Fix,1.0,
Nationalism and art,Nationalism and art,Concept,[Category Fix] 研究主题。,Category Fix,1.0,
Nationalmuseum,Nationalmuseum,Organization,[Category Fix] 斯德哥尔摩国家博物馆。,Category Fix,1.0,
Nativity,The Nativity,Work,[Category Fix] 耶稣诞生图。,Category Fix,0.8,
Naudaeana,Naudaeana,Work,[Category Fix] 加布里埃尔·诺德（Gabriel Naudé）的语录集。,Category Fix,1.0,
"Nazari, Bartolommeo",Bartolomeo Nazari,Person,威尼斯肖像画家。,Unstructured,0.56,Low_Similarity; 
"Neapolitan painting, diffusion of",Diffusion of Neapolitan painting,Concept,[Category Fix] 艺术史研究主题。,Category Fix,0.58,Low_Similarity; 
"Negroni, Cardinal Giovan Francesco",Giovanni Francesco Negroni,Person,[Category Fix] 原文误标为 Place。红衣主教。,Category Fix,0.53,Low_Similarity; 
Neil Maclaren,Neil Maclaren,Person,荷兰画派专家，国家美术馆策展人。,Unstructured,1.0,
Nella Stamperia Albrizziana,Stamperia Albrizzi,Organization,[Category Fix] 威尼斯著名出版商 Albrizzi。,Category Fix,0.8,
Nepotism in Rome,Nepotism in Rome,Concept,[Category Fix] 历史现象/概念。,Category Fix,1.0,
Neptune,Neptune,Person,[Myth] 海神尼普顿。,Myth,1.0,
Neptune Fountain,Neptune Fountain,Work,[Category Fix] 海神喷泉（博洛尼亚/佛罗伦萨等）。,Category Fix,1.0,
Neptune Paying Homage to Venice,Neptune Paying Homage to Venice,Work,[Category Fix] 提埃坡罗在公爵宫的画作。,Category Fix,1.0,
Nero being shown the Corpse of Seneca,Nero being shown the Corpse of Seneca,Work,[Category Fix] 历史画主题。,Category Fix,1.0,
"Neumann, Balthasar",Balthasar Neumann,Person,德国巴洛克建筑师。,Unstructured,0.51,Low_Similarity; 
"Newcastle, Thomas Pelham-Holles, Duke of","Thomas Pelham-Holles, 1st Duke of Newcastle",Person,[Category Fix] 原文误标为 Man-Made Object。,Category Fix,0.7,
"Newcastle, William Cavendish, Duke of","William Cavendish, 1st Duke of Newcastle",Person,[Category Fix] 原文误标为 Man-Made Object。,Category Fix,0.68,
Newtonianismo cover illustration,"Illustration for ""Newtonianismo per le dame""",Work,[Category Fix] 阿尔加罗蒂著作的封面插图。,Category Fix,0.5,Low_Similarity; 
Niccol辰 Bambini,Niccolò Bambini,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯画家。",OCR Fix,0.93,
Niccol辰 Berrettoni,Niccolò Berrettoni,Person,"[OCR Fix] ""辰"" -> ""ò""。马拉塔的学生。",OCR Fix,0.94,
Niccol辰 Cassana,Niccolò Cassana,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯肖像画家。",OCR Fix,0.93,
Niccol辰 Circignani,Niccolò Circignani,Person,"[OCR Fix] ""辰"" -> ""ò""。别名 Il Pomarancio。",OCR Fix,0.94,
Niccol辰 Machiavelli,Niccolò Machiavelli,Person,"[OCR Fix] ""辰"" -> ""ò""。马基雅维利。",OCR Fix,0.95,
Niccol辰 Madrisio,Niccolò Madrisio,Person,"[OCR Fix] ""辰"" -> ""ò""。18世纪威尼斯/乌迪内旅行家、诗人。",OCR Fix,0.94,
Niccol辰 Simonelli,Niccolò Simonelli,Person,"[OCR Fix] ""辰"" -> ""ò""。罗马艺术收藏家。",OCR Fix,0.94,
Nicholas Stone,Nicholas Stone,Person,英国雕塑家和建筑师。,Unstructured,1.0,
Nicholas Turner,Nicholas Turner,Person,现代艺术史学家（绘画专家）。,Unstructured,1.0,
"Nickel, Goswin",Goswin Nickel,Person,耶稣会总会长。,Unstructured,0.44,Low_Similarity; 
Nicodemus Tessin the Elder,Nicodemus Tessin the Elder,Person,瑞典建筑师。,Unstructured,1.0,
Nicola Malinconico,Nicola Malinconico,Person,那不勒斯画家。,Unstructured,1.0,
Nicola Salvi,Nicola Salvi,Person,特莱维喷泉建筑师。,Unstructured,1.0,
Nicolas Fouquet,Nicolas Fouquet,Person,路易十四的财政大臣。,Unstructured,1.0,
Nicolas Malebranche,Nicolas Malebranche,Person,哲学家。,Unstructured,1.0,
Nicolas Poussin,Nicolas Poussin,Person,普桑。,Unstructured,1.0,
Nicolas Powell,Nicolas Powell,Person,艺术史学家（Fuseli 研究者）。,Unstructured,1.0,
Nicolas Vleughels,Nicolas Vleughels,Person,法国画家，罗马法兰西学院院长。,Unstructured,1.0,
Nicolas de Pigage,Nicolas de Pigage,Person,洛林建筑师，活跃于德国。,Unstructured,1.0,
Nicolas-Claude Fabri de Peiresc,Nicolas-Claude Fabri de Peiresc,Person,著名的学者和古董收藏家。,Unstructured,1.0,
Nicol辰 Sagredo,Niccolò Sagredo,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯总督。",OCR Fix,0.9,
Niels Guido Erhard von Holst,Niels von Holst,Person,德国艺术史学家。,Unstructured,0.7,
Nikolaus Pevsner,Nikolaus Pevsner,Person,著名的建筑史学家。,Unstructured,1.0,
"Noailles, Mar谷chal de",Adrien Maurice de Noailles,Person,"[OCR Fix] ""Mar谷chal"" -> ""Maréchal""。诺瓦耶公爵/元帅。",OCR Fix,0.34,Low_Similarity; 
Noble Glacier,Noble Glacier,Place,"[Verify] 可能是地名 ""Noble Glacier"" (南极?)，但在艺术史中极不寻常。疑为 ""Nobile Glauco"" (Scultore?) 或 ""Noble Grec"" 的误读。暂标地点。",Verify,1.0,
"Nollet, Abb谷",Jean-Antoine Nollet,Person,"[OCR Fix] ""Abb谷"" -> ""Abbé""。物理学家。",OCR Fix,0.39,Low_Similarity; 
"Nom谷, Fran?ois ('Mons迄 Desiderio')",François de Nomé,Person,[OCR Fix] 别名 Monsù Desiderio。,OCR Fix,0.44,Low_Similarity; 
"Non, Dominique De (Dominique Vivant-Denon)",Vivant Denon,Person,卢浮宫首任馆长。,Unstructured,0.41,Low_Similarity; 
Norah Smallwood,Norah Smallwood,Person,英国出版人。,Unstructured,1.0,
Norbert Wibiral,Norbert Wibiral,Person,奥地利艺术史学家。,Unstructured,1.0,
"Nordiall, John",John Nordiall,Person,[Verify] 罕见名，可能是误拼或小众人物。,Verify,0.59,Low_Similarity; 
Norfolk,Norfolk,Place,英国诺福克郡。,Unstructured,1.0,
North Carolina Museum of Art,North Carolina Museum of Art,Organization,[Category Fix] 博物馆。,Category Fix,1.0,
Northamptonshire,Northamptonshire,Place,英国北安普敦郡。,Unstructured,1.0,
"Novaroli, P. Octavio",Ottavio Novaroli,Person,17世纪人物（可能是神职人员）。,Unstructured,0.44,Low_Similarity; 
"Novelli, Pietro ('il Monrealese')",Pietro Novelli,Person,西西里画家。,Unstructured,0.3,Low_Similarity; 
"Noyers, Fran?ois Sublet de",François Sublet de Noyers,Person,"[OCR Fix] ""Fran?ois"" -> ""François""。黎塞留时期的法国大臣。",OCR Fix,0.67,
"Nuzzi, Mario (Mario de' Fiori)",Mario Nuzzi,Person,别名 Mario dei Fiori，花卉画家。,Unstructured,0.34,Low_Similarity; 
Nymphenburg,Nymphenburg Palace,Place,宁芬堡。,Unstructured,0.76,
Nymphenburg Gardens,Nymphenburg Palace Park,Place,宁芬堡花园。,Unstructured,0.67,
"Oderisi, Roberto",Roberto d'Oderisio,Person,那不勒斯画家。,Unstructured,0.47,Low_Similarity; 
"Odescalchi, Benedetto (Pope Innocent XI)",Innocent XI,Person,教皇英诺森十一世（Odescalchi家族）。,Unstructured,0.43,Low_Similarity; 
Odoardo Hillyer Giglioli,Odoardo Hillyer Giglioli,Person,艺术史学家。,Unstructured,1.0,
Odomenigo Lelonotti da Fanano,Domenico Lionati da Fanano,Person,"[OCR Fix/Reconstruction] 极可能是 ""Domenico Lionati"" 或 ""Lelonotti"" (罕见)。Fanano 是地名。",OCR Fix/Reconstruction,0.84,
Olavo Redig de Campos,Olavo Redig de Campos,Person,巴西建筑师。,Unstructured,1.0,
Old Woman with Glasses,Old Woman with Glasses,Work,[Category Fix] 画作主题。,Category Fix,1.0,
Old man with a Pipe and Tobacco Pouch,Old Man with a Pipe and Tobacco Pouch,Work,[Category Fix] 画作主题。,Category Fix,1.0,
Olimpia Aldobrandini,Olimpia Aldobrandini,Person,阿尔多布兰迪尼家族成员。,Unstructured,1.0,
Olimpia Maidalchini,Olimpia Maidalchini,Person,别名 Donna Olimpia，教皇英诺森十世的弟媳。,Unstructured,1.0,
"Olina, P.",Giovanni Pietro Olina,Person,《Uccelliera》作者，卡西阿诺·达尔·波佐圈子成员。,Unstructured,0.33,Low_Similarity; 
"Oliva, Gian Paolo",Gian Paolo Oliva,Person,耶稣会总会长。,Unstructured,0.61,
"Olivarez, Count Duke",Count-Duke of Olivares,Person,西班牙首相奥利瓦雷斯伯爵-公爵。,Unstructured,0.33,Low_Similarity; 
Oliver Millar,Oliver Millar,Person,英国皇家收藏管理者/艺术史学家。,Unstructured,1.0,
"Olivieri, Monsignor",Monsignor Olivieri,Person,可能是 Fabio Olivieri (红衣主教) 等。,Unstructured,0.49,Low_Similarity; 
"Olivieri, Pietro Paolo",Pietro Paolo Olivieri,Person,罗马雕塑家/建筑师。,Unstructured,0.56,Low_Similarity; 
Onorato Gini,Onorato Gini,Person,[Verify] 可能是 Onorato Giani (误拼) 或特定小众人物。,Verify,1.0,
Opera in Rome,Opera in Rome,Concept,[Category Fix] 研究主题。,Category Fix,1.0,
Oratorian Chiesa Nuova,Chiesa Nuova,Place,罗马新堂（Santa Maria in Vallicella）。,Unstructured,0.71,
Oratorians,Oratorians,Group,司铎祈祷会（奥拉托利会）。,Unstructured,1.0,
Oratorio,Oratorio,Concept,[Category Fix] 清唱剧或祈祷所概念。,Category Fix,1.0,
Oratory of Saint Philip Neri,Oratory of Saint Philip Neri,Organization,圣菲利波·内里祈祷会（机构或建筑）。,Unstructured,1.0,
Orazio Arrighi Landini,Orazio Arrighi Landini,Person,17世纪人物。,Unstructured,1.0,
Orazio Gentileschi,Orazio Gentileschi,Person,著名的卡拉瓦乔派画家。,Unstructured,1.0,
Orazio Grassi,Orazio Grassi,Person,耶稣会数学家/建筑师。,Unstructured,1.0,
Orazio Marinali,Orazio Marinali,Person,威尼斯雕塑家。,Unstructured,1.0,
Orazio Marrini,Orazio Marrini,Person,佛罗伦萨作家/艺术家传记作者。,Unstructured,1.0,
Orazio Riminaldi,Orazio Riminaldi,Person,比萨画家。,Unstructured,1.0,
Order of Friars Minor Capuchin,Order of Friars Minor Capuchin,Organization,[Category Fix] 嘉布遣会。,Category Fix,1.0,
Oriental Customs,Oriental Customs,Work,[Category Fix] 书籍或版画集标题。,Category Fix,1.0,
Oriental heads,Oriental Heads,Work,[Category Fix] 提埃坡罗或Castiglione的版画系列。,Category Fix,1.0,
Origin of Coral,The Origin of Coral,Work,[Category Fix] 普桑或洛兰画作。,Category Fix,0.88,
Original proposals for reclaiming Pr角 de?a Va?e,Original proposals for reclaiming Prato della Valle,Work,"[OCR Fix] ""Pr角 de?a Va?e"" -> ""Prato della Valle"" (帕多瓦河谷草地广场)。",OCR Fix,0.9,
Orlando Buonaccorsi,Orlando Buonaccorsi,Person,,Missing_Note,1.0,
"Orleans, Margherite d'",Marguerite Louise d'Orléans,Person,托斯卡纳大公夫人。,Unstructured,0.49,Low_Similarity; 
"Orleans, Philippe d', Regent","Philippe II, Duke of Orléans",Person,法国摄政王。,Unstructured,0.46,Low_Similarity; 
Orl谷ans Museum for biodiversity and environment,Muséum d'Orléans pour la biodiversité et l'environnement,Organization,"[OCR Fix] ""Orl谷ans"" -> ""Orléans""。",OCR Fix,0.66,
